Name,Line,Sentiment,Irony,Hate,Intimacy,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
GUARD,"Oh, oh -- please don't cry any more.
          I'll get you into the Wizard somehow.
          Come on. I had an Aunt Em myself once.

Int. Corridor -- MS -- CAMERA    TRUCKS back ahead of the
Scarecrow, Lion, Dorothy and    Tin Man as they come forward --
they stop at intervals, keep    the Lion from running back --
then they tip-toe forward --    react to echo --",0.1666666666666666,[ 1.0337145  -0.67431015],[ 1.1909131 -1.2472453],0.091982215642929,-6.556825160980225,-6.342042446136475,-5.995217800140381,-4.601841926574707,-3.8767197132110596,-1.6868513822555542,-6.155676364898682,-5.832941055297852,-3.507373094558716,-4.850841522216797,-4.9397053718566895,-6.523476600646973,-7.666187763214111,-6.790914058685303,-6.188757419586182,-7.48838996887207,-6.297749996185303,-5.768161296844482,-5.915337562561035,-5.947440147399902,-4.165835857391357,-7.894723415374756,-5.136999607086182,-6.3161725997924805,-6.263784408569336,-3.349532127380371,-7.763512134552002,1.21891188621521
LION,"Wait a minute, fellahs. I was just
          thinkin'. I really don't want to see the
          Wizard this much. I better wait for you
          outside.",0.2333333333333333,[ 1.0232768  -0.34317106],[ 1.5531093 -1.5394439],0.0958533287048339,-6.9885478019714355,-6.406439781188965,-4.413114070892334,-1.955704927444458,-4.217484951019287,-6.244712829589844,-3.973083972930908,-2.849275827407837,-4.924001216888428,-4.399655818939209,-2.2963902950286865,-6.262240409851074,-6.981440544128418,-5.3571391105651855,-7.383617401123047,-8.004687309265137,-8.291313171386719,-6.793807029724121,-7.885489463806152,-7.473872184753418,-5.695957183837891,-8.777165412902832,-5.11461877822876,-8.012450218200684,-8.540740966796875,-6.740731716156006,-5.834702968597412,0.7283430695533752
SCARECROW,What's the matter?,0.0,[ 2.242353  -1.2788304],[ 1.5156337 -1.575402 ],0.088769257068634,-6.635715484619141,-6.437187194824219,-5.728356838226318,-4.435179233551025,-5.388469696044922,-6.139798164367676,-1.0231221914291382,0.4330424964427948,-7.005391597747803,-5.927967548370361,-5.365705966949463,-6.836308002471924,-7.160678863525391,-6.769384860992432,-6.806460857391357,-7.019829750061035,-8.074310302734375,-7.161584377288818,-6.752439498901367,-7.514927864074707,-6.079984664916992,-10.041556358337402,-5.694552421569824,-8.916302680969238,-7.512615203857422,-6.443848133087158,-5.203216552734375,-0.6958509683609009
TIN MAN,"Oh, he's just ascared again.",0.0,[-0.41753858  0.9127214 ],[ 1.5295068 -1.5225054],0.0928210616111755,-5.073607444763184,-5.188724994659424,-6.6500563621521,-4.987425327301025,-2.994666576385498,-7.320218563079834,-5.919647693634033,-5.83406925201416,-6.650413990020752,-5.725436210632324,-6.472653865814209,-6.103325843811035,-6.125473499298096,-2.9211764335632324,-5.536684513092041,-7.018213748931885,-7.00193977355957,-4.447295665740967,-6.382245063781738,-6.203853607177734,-5.6782026290893555,-6.252624034881592,-2.1245429515838623,-5.905237674713135,-7.964038848876953,-6.207942962646484,-2.719581127166748,0.8531803488731384
DOROTHY,"Don't you know the Wizard's going to give
          you some courage?",0.0,[-0.2639354  0.3513485],[ 1.3699843 -1.4977036],0.1044273078441619,-4.77075719833374,-6.003838062286377,-6.109106540679932,-5.235077857971191,-3.1191279888153076,-4.023401260375977,-2.812551259994507,-0.8528323769569397,-5.832940101623535,-6.590168476104736,-6.433986186981201,-7.227326393127441,-7.621473789215088,-5.007340908050537,-5.188896179199219,-7.404834747314453,-7.842916011810303,-6.194544792175293,-6.650540351867676,-6.454713821411133,-2.5543344020843506,-7.951944351196289,-4.960014343261719,-7.378918647766113,-7.6986165046691895,-6.828027725219727,-4.775271892547607,0.21017314493656158
LION,I'd be too scared to ask him for it.,0.0,[ 1.8752154 -1.0267376],[ 1.2903475 -1.3009852],0.1044456958770752,-4.53722620010376,-4.903402328491211,-5.092953205108643,-4.774158000946045,-4.059297561645508,-4.665188789367676,-4.926222801208496,-5.599392890930176,-5.1359734535217285,-4.992021560668945,-4.702176570892334,-4.508550643920898,-5.557672023773193,-4.792218208312988,1.995239496231079,-5.84004020690918,-5.603647708892822,-4.745955467224121,-5.59203577041626,-3.2289071083068848,-4.407023906707764,-6.429268836975098,-4.084927082061768,-5.879725933074951,-6.586275100708008,-4.215476036071777,-4.748628616333008,-2.6295557022094727
DOROTHY,"Oh, well, then -- we'll ask him for you.",0.0,[ 0.6529482  -0.14816613],[ 1.6524578 -1.6408635],0.1133442223072052,-6.438283920288086,-6.752849102020264,-7.137670040130615,-5.395870685577393,-3.3343145847320557,-5.274782657623291,-6.363916873931885,-6.203845024108887,-5.519389629364014,-6.414597988128662,-6.095768451690674,-7.475259780883789,-8.64346694946289,-6.6157050132751465,-7.723492622375488,-6.749055862426758,-8.565093994140625,-6.5709662437438965,-7.162991523742676,-8.28907585144043,-4.619369029998779,-8.455374717712402,-5.218947887420654,-7.605875492095947,-8.195413589477539,-6.8212761878967285,-7.9546380043029785,2.4932360649108887
LION,I'd sooner wait outside.,0.0,[ 0.95944315 -0.2891628 ],[ 1.1284381 -1.0644025],0.0901298820972442,-6.263751029968262,-6.0562052726745605,-6.724867343902588,-4.987168312072754,-2.7877676486968994,-5.82560396194458,-6.384051322937012,-6.689252853393555,-5.4178032875061035,-6.206453323364258,-5.584960460662842,-6.950380802154541,-8.026938438415527,-6.198746204376221,-7.172840595245361,-7.003586769104004,-8.424857139587402,-5.770019054412842,-7.357743263244629,-8.005558013916016,-4.096577167510986,-7.7861127853393555,-4.7078399658203125,-6.968883037567139,-7.931896686553955,-6.86707878112793,-7.820767402648926,2.5671169757843018
DOROTHY,But why?    Why?,0.0,[-0.18107735  0.52841747],[ 1.7544707 -1.6339983],0.0862168669700622,-6.5746002197265625,-6.607301235198975,-5.719152927398682,-4.351286888122559,-5.24407434463501,-6.587862014770508,-0.10358987748622894,-0.14749521017074585,-7.157965183258057,-5.8429484367370605,-5.138649940490723,-6.704847812652588,-7.021735668182373,-6.731409072875977,-6.837952136993408,-7.001558303833008,-8.165481567382812,-7.287258148193359,-6.8360724449157715,-7.5826520919799805,-6.10912561416626,-9.780879020690918,-5.395864486694336,-8.954519271850586,-7.541051864624023,-6.618191242218018,-4.902529239654541,-0.5915837287902832
LION,Because I'm still scared!,0.0,[ 1.7366844  -0.89587677],[ 1.744582  -1.6728796],0.0902376472949981,-4.196428298950195,-4.7590436935424805,-5.106020450592041,-4.756332874298096,-3.977698564529419,-4.484367370605469,-4.617424964904785,-5.336982727050781,-5.229549884796143,-4.767550945281982,-4.599551677703857,-4.63874626159668,-5.444429874420166,-4.595634937286377,2.159208297729492,-5.716700077056885,-5.390239715576172,-4.517899036407471,-5.239375591278076,-2.607247829437256,-4.5998454093933105,-6.368573188781738,-3.9641873836517334,-5.6858229637146,-6.427762985229492,-3.925755023956299,-4.705036163330078,-3.0037195682525635
DOROTHY,"Oh, come on.",0.0,[0.7114075  0.07480295],[ 1.1135019 -1.0074406],0.0889284610748291,-6.128072738647461,-5.3184309005737305,-6.289922714233398,-4.960329532623291,-3.311471700668335,-7.215912818908691,-6.454658508300781,-6.570194244384766,-7.313194751739502,-6.21770715713501,-6.165112018585205,-6.642412185668945,-7.192816734313965,-4.549127578735352,-6.709596157073975,-7.690962791442871,-8.012410163879395,-5.077549457550049,-6.8427228927612305,-7.597172737121582,-6.440145969390869,-7.3353071212768555,-4.17091703414917,-7.199131488800049,-8.360983848571777,-6.74816370010376,-5.717842102050781,2.285815954208374
LION,Ohh!,0.0,[-0.50241834  1.0335362 ],[ 1.2466381 -1.1622925],0.0912843942642211,-5.260702610015869,-4.373008728027344,-5.475680828094482,-4.651661396026611,-4.603452682495117,-6.954164505004883,-6.154600620269775,-5.801437854766846,-5.733947277069092,-4.8067779541015625,-5.939883708953857,-5.450387954711914,-5.166812896728516,-1.7744717597961426,-3.908270835876465,-6.4757208824157715,-5.543944358825684,-3.5394763946533203,-5.032388687133789,-5.13389778137207,-6.20949649810791,-6.011960029602051,-2.930182933807373,-5.5095391273498535,-6.820758819580078,-4.212675094604492,-0.6419285535812378,-0.8736806511878967
SCARECROW,What happened?,0.0,[ 2.042914  -1.0419959],[ 1.545624  -1.4592237],0.0891351699829101,-6.590079307556152,-6.434130668640137,-6.0540771484375,-4.833709239959717,-5.3611345291137695,-6.370394706726074,-1.4425891637802124,0.4494593143463135,-6.713066577911377,-6.189304351806641,-5.745449542999268,-7.043735980987549,-7.4114508628845215,-6.3682379722595215,-6.872729778289795,-7.077538013458252,-8.204957962036133,-7.062221527099609,-6.546494007110596,-7.62685489654541,-6.075844764709473,-10.098490715026855,-5.769423484802246,-8.945670127868652,-7.697076320648193,-6.655118465423584,-5.143933296203613,-0.5027162432670593
LION,Somebody pulled my tail.,0.0,[ 1.0210005  -0.12708572],[ 1.5065113 -1.565845 ],0.1039295941591262,-6.058764457702637,-6.268502235412598,-5.855566501617432,-4.747542858123779,-4.453402519226074,-6.350292205810547,-5.87801456451416,-6.566575050354004,-6.560161113739014,-5.433969974517822,-5.675108432769775,-6.026088237762451,-6.998697757720947,-6.5930352210998535,-6.316689491271973,-7.133471965789795,-7.51585054397583,-6.466098785400391,-6.849262237548828,-7.555843353271484,-6.045918941497803,-8.014749526977539,-5.037458419799805,-7.849771022796631,-7.502260684967041,-5.707320690155029,-7.109497547149658,3.4151968955993652
SCARECROW,"Oh, you did it yourself!",0.0,[-0.9574885  1.4131168],[ 1.5030122 -1.4323679],0.0932669639587402,-3.168705463409424,-5.683476448059082,-6.588194370269775,-4.974341869354248,-1.7559245824813843,-6.836165904998779,-6.608677387237549,-6.476692199707031,-6.938650608062744,-5.976415634155273,-6.264808177947998,-6.640516757965088,-6.450592517852783,-2.49180269241333,-6.611654758453369,-5.9453229904174805,-7.163417339324951,-3.4525907039642334,-7.144006729125977,-7.0129570960998535,-5.412556171417236,-4.597687721252441,-2.9255080223083496,-4.938228130340576,-8.139650344848633,-6.978929042816162,-3.413193464279175,0.19064228236675262
LION,I -- Oh --,0.0,[ 0.902435   -0.29113063],[ 1.6446954 -1.5707256],0.0888528823852539,-5.632344722747803,-5.656322479248047,-5.428630352020264,-5.068196773529053,-4.651949882507324,-6.428149223327637,-6.149292945861816,-6.166606426239014,-6.617534637451172,-5.963285446166992,-6.442046165466309,-6.063354969024658,-6.8159308433532715,-4.811572551727295,-5.722093105316162,-6.714082717895508,-7.0402984619140625,-4.910947799682617,-6.4772162437438965,-7.099322319030762,-6.3980488777160645,-7.087345600128174,-5.233481407165527,-7.241097927093506,-7.5679168701171875,-5.650975704193115,-5.93002986907959,3.1272926330566406
SCARECROW,Here --     Come on.,0.0,[-0.21173687  0.7149135 ],[ 1.6182594 -1.5583113],0.0917804241180419,-5.913784503936768,-5.917913436889648,-5.739012241363525,-5.186005115509033,-4.209528923034668,-6.609355449676514,-6.017248153686523,-5.761800765991211,-6.8937764167785645,-6.270078659057617,-6.2754011154174805,-6.688854217529297,-7.605528354644775,-5.167263507843018,-6.708924770355225,-7.286481857299805,-7.87074613571167,-5.370664596557617,-6.5344438552856445,-7.822620391845703,-6.34383487701416,-7.850175857543945,-5.46148681640625,-7.827396869659424,-8.320221900939941,-6.419146537780762,-6.556225776672363,3.1504831314086914
LION,What was that?,0.0,[ 2.1357117 -1.1180549],[ 1.4864482 -1.4070758],0.0887108743190765,-6.300455570220947,-6.61252498626709,-6.176249027252197,-4.841644763946533,-5.008555889129639,-6.733404159545898,-0.7316353917121887,0.18001501262187958,-7.0281829833984375,-6.350342273712158,-5.602386951446533,-6.864500999450684,-7.320374011993408,-6.4751105308532715,-6.95699405670166,-7.005963325500488,-8.333595275878906,-7.182760238647461,-6.551914215087891,-7.837334632873535,-6.055150508880615,-9.844322204589844,-5.314034461975098,-8.91857624053955,-7.852364540100098,-6.968471050262451,-4.777422904968262,-0.5493999719619751
DOROTHY,Our echo.,0.0,[0.43047103 0.28720585],[ 1.3525105 -1.2398226],0.0880908071994781,-5.631734848022461,-6.640919208526611,-6.267964839935303,-5.2012200355529785,-3.9673023223876953,-6.915524482727051,-5.992485046386719,-6.586959362030029,-6.998841762542725,-5.835968971252441,-5.545247554779053,-6.430209636688232,-7.505418300628662,-6.367908954620361,-6.6658501625061035,-6.842313289642334,-7.9089179039001465,-6.482034683227539,-6.9315595626831055,-8.007904052734375,-6.257936954498291,-8.043843269348145,-5.013040542602539,-7.974163055419922,-8.01198959350586,-6.246926784515381,-7.164997577667236,3.2758774757385254
OZ'S VOICE,"Tap - tap - tap - tap - What was that -
          that - that? Our echo - echo - echo.

MLS - The Lion starts to bolt, but the others grab him -
Dorothy speaks as they face down corridor to b.g. - Voice of
Oz heard -",-0.1555555555555555,[ 1.2200284  -0.81157064],[ 1.5096921 -1.7245657],0.0913832485675811,-6.119466781616211,-6.413997650146484,-6.501865863800049,-5.100793361663818,-3.9411070346832275,-7.1844482421875,-2.405564546585083,-2.6950571537017822,-7.276967525482178,-6.088342666625977,-6.026133060455322,-6.641070365905762,-7.2251410484313965,-5.900911808013916,-6.408057689666748,-7.793444633483887,-8.034579277038574,-6.755577087402344,-6.790714263916016,-7.445962905883789,-6.085625171661377,-8.786040306091309,-4.393603324890137,-8.207337379455566,-8.131661415100098,-6.71671724319458,-5.055194854736328,1.94410240650177
DOROTHY,"Oh, come on - come on! We'll soon find
          the Wizard!",0.0,[0.07363191 0.2958385 ],[ 1.4758942 -1.5645605],0.0915979444980621,-5.407199859619141,-4.807496070861816,-6.35789155960083,-5.6426005363464355,-3.492788553237915,-6.7403764724731445,-5.821028709411621,-5.15146541595459,-6.503620624542236,-6.637763500213623,-7.1026225090026855,-7.0347371101379395,-7.500088691711426,-2.896512985229492,-6.313493251800537,-7.508488655090332,-7.773438930511475,-3.911046266555786,-6.399450302124023,-7.198845863342285,-5.320166110992432,-7.083528518676758,-4.594887733459473,-6.876760482788086,-8.263590812683105,-6.780991554260254,-4.724362373352051,1.8122177124023438
OZ'S VOICE,"The Wizard - The Wizard - The Great and
          Powerful Wizard of Oz - Oz - Oz-Oz - Oz -
          Oz - Oz - Oz!

ELS -- Shooting down the corridor to the doors at the end --
they open as the voice of Oz booms out --",0.2548611111111111,[ 0.72477347 -0.41118062],[ 1.3989302 -1.6615992],0.0877912938594818,-3.86452317237854,-5.01591157913208,-5.85618257522583,-5.370424270629883,-3.7942044734954834,-7.617620468139648,-5.817879676818848,-5.689141273498535,-7.368205547332764,-6.162180423736572,-6.40171480178833,-5.906180381774902,-7.1232523918151855,-4.407491207122803,-5.916683197021484,-7.738792896270752,-7.7184271812438965,-5.160097122192383,-5.779453277587891,-7.811032295227051,-6.757565498352051,-7.076381206512451,-4.880695819854736,-7.776484489440918,-8.533530235290527,-6.70461893081665,-5.447440147399902,2.3464860916137695
OZ'S VOICE,"The Great Wizard of Oz. Come forward!

MS -- Scarecrow, Lion, Dorothy and Tin Man come forward - the
Lion speaks, hides his eyes --",1.0,[ 1.435691  -0.9537198],[ 1.5983294 -1.6813139],0.0899707973003387,-3.254340171813965,-4.262394905090332,-6.044888973236084,-5.235777378082275,-4.440931797027588,-7.391824722290039,-6.367584228515625,-5.993751049041748,-6.938358783721924,-5.9062724113464355,-6.304598808288574,-5.865531921386719,-6.7718186378479,-4.144540309906006,-5.805148601531982,-7.492508888244629,-7.512826919555664,-4.515573024749756,-5.917263984680176,-7.524296760559082,-6.433144569396973,-6.651553153991699,-5.107790946960449,-7.449099063873291,-8.223294258117676,-6.484761714935303,-5.220918655395508,2.141678810119629
LION,"Tell me when it's over!   Oh!

ELS -- The four move down the corridor to the b.g. -- LS --
Int. Throne Room -- The Four enter through door at left --
CAMERA PANS them right as they move toward center of room --
they react as they see the throne in the b.g. -- flame and
smoke belching forth from the throne --",0.0075396825396825,[ 0.42357188 -0.08878386],[ 1.40475   -1.6038481],0.0918414890766143,-6.327948093414307,-6.052693843841553,-6.101419925689697,-5.208176136016846,-4.784893989562988,-6.250296115875244,-3.633016586303711,-1.3923125267028809,-5.278555393218994,-6.552309513092041,-6.685835838317871,-7.144140243530273,-7.696046829223633,-4.705607891082764,-6.7395429611206055,-7.862699508666992,-8.104488372802734,-6.260372161865234,-6.2694220542907715,-7.486457824707031,-5.657493591308594,-9.134461402893066,-5.799009799957275,-8.310062408447266,-7.9250288009643555,-6.758091449737549,-5.219879627227783,1.4042527675628662
LION,"Oh! Look at that! Look at that! Oh --
          Ohhhh -- I want to go home -- I want to
          go home!

LS -- Throne -- fire and smoke issuing forth --",0.0,[ 0.5231008  -0.18429133],[ 0.9034635 -1.0560279],0.0904453694820404,-6.03291654586792,-5.21730375289917,-4.979390621185303,-4.4149394035339355,-4.506475925445557,-6.36941385269165,-5.019615650177002,-3.6094939708709717,-1.7573878765106201,-5.110413074493408,-5.772271633148193,-5.589616775512695,-6.659036159515381,-1.0260735750198364,-4.8297295570373535,-7.428178787231445,-6.728850841522217,-4.051356792449951,-4.9053192138671875,-5.4226603507995605,-5.458312511444092,-6.962854385375977,-4.720427513122559,-6.561084270477295,-7.288019180297852,-5.173271656036377,-3.2210514545440674,-0.9396172165870667
OZ'S VOICE,"I am Oz, the Great and Powerful!

MLS -- The Four trembling and shaking with fear --",0.5875,[ 1.1757551  -0.42823994],[ 1.6183056 -1.7928983],0.0908424258232116,-0.44734594225883484,-5.109180450439453,-5.246322154998779,-5.089434623718262,-3.32157301902771,-5.373725891113281,-5.808958053588867,-6.033814430236816,-5.97033166885376,-5.258962154388428,-5.478257656097412,-4.849056243896484,-6.108400344848633,-2.9046969413757324,0.26838845014572144,-6.0314106941223145,-5.519009113311768,-3.7939066886901855,-4.807080268859863,-4.05410099029541,-5.239589214324951,-4.613308906555176,-4.207329750061035,-5.696515083312988,-7.4721221923828125,-4.812849521636963,-3.846167802810669,-1.6151230335235596
OZ'S VOICE,"Who are you?

LS -- Throne --",0.0,[ 2.1741629 -1.3162904],[ 1.6405084 -1.8370968],0.0882138907909393,-6.721097469329834,-6.261626243591309,-5.4327168464660645,-4.297436714172363,-5.4201202392578125,-6.74297571182251,-1.1109150648117065,-0.29728609323501587,-7.023210525512695,-6.208490371704102,-5.680910587310791,-6.655952453613281,-7.1258673667907715,-6.344542026519775,-6.7304253578186035,-7.44455623626709,-8.166524887084961,-7.093185901641846,-6.749926567077637,-7.655221462249756,-6.2569661140441895,-9.77428913116455,-5.642187118530273,-8.926647186279297,-8.074633598327637,-6.897720813751221,-4.7403244972229,0.39661213755607605
OZ'S VOICE,"Who are you?

MLS -- The Four react with fear -- the others shove Dorothy
forward -- she comes forward, speaks --",0.0,[ 1.5003425 -0.9654681],[ 1.2732573 -1.3546559],0.089899331331253,-6.2914886474609375,-5.939563751220703,-5.424515724182129,-4.807523250579834,-4.432821273803711,-5.976053237915039,-3.540860652923584,-3.492255926132202,-6.60646390914917,-6.0756354331970215,-6.1397013664245605,-5.9487104415893555,-6.781052589416504,-5.551469326019287,-3.2354323863983154,-7.998736381530762,-7.439004421234131,-6.507652282714844,-6.684626579284668,-5.836764335632324,-5.703688144683838,-8.298050880432129,-4.8531880378723145,-7.901618480682373,-7.879332065582275,-6.052111625671387,-5.33438777923584,1.9880377054214478
DOROTHY,"I -- If you please, I - I am Dorothy,",0.0,[ 1.8459524 -1.1475142],[ 1.8890091 -2.0072978],0.0919254422187805,-5.534029960632324,-5.995459079742432,-6.79959774017334,-5.671270370483398,-3.055572748184204,-5.883056640625,-6.110183238983154,-6.2821760177612305,-6.3179931640625,-6.913151264190674,-6.835778713226318,-6.7719621658325195,-7.751932621002197,-5.415775299072266,-6.941072463989258,-6.450593948364258,-7.927812576293945,-4.868664741516113,-6.241074562072754,-7.820829391479492,-5.6261067390441895,-7.203230857849121,-4.869686126708984,-6.8827714920043945,-7.621121883392334,-6.683596611022949,-7.282910346984863,2.541529655456543
DOROTHY,"...the small and meek.   We've come to ask
          you --

ELS -- Throne -- flame and smoke pouring out --",-0.25,[ 0.58910745 -0.29046026],[ 1.3340173 -1.5089031],0.0969976782798767,-5.950661659240723,-5.780817031860352,-5.623836517333984,-4.729101657867432,-4.030004978179932,-6.73520565032959,-5.868160247802734,-5.985466003417969,-7.040256023406982,-6.098832130432129,-6.0295209884643555,-6.157658576965332,-7.4889092445373535,-6.207968711853027,-6.550117015838623,-7.766829013824463,-7.9914774894714355,-6.547821998596191,-7.005153656005859,-8.139738082885742,-6.119815349578857,-8.207805633544922,-5.137928009033203,-8.298123359680176,-8.361065864562988,-6.4676666259765625,-6.867674827575684,3.1867525577545166
OZ'S VOICE,"Silence!

MCU -- Dorothy reacts, turns and runs back to the others --
MLS -- Dorothy returns to the other three -- speaks -",-0.0625,[ 1.1393822 -0.6326638],[ 1.8261514 -1.9267143],0.0865329802036285,-6.034648895263672,-5.5716705322265625,-5.919763088226318,-5.088170528411865,-4.323905944824219,-6.5306243896484375,-5.941592216491699,-6.517038345336914,-6.954253673553467,-5.851647853851318,-5.853203773498535,-6.359621524810791,-6.946301460266113,-5.849592685699463,-5.958975791931152,-7.006499290466309,-7.453680992126465,-5.740486145019531,-7.091064453125,-7.322117805480957,-6.087069988250732,-7.606995105743408,-4.699074745178223,-7.563435077667236,-7.753044128417969,-5.9625678062438965,-6.532050609588623,3.3141164779663086
DOROTHY,Ohhh -- Jiminy Crickets! ELS -- Throne --,0.0,[ 1.2752084 -0.4138153],[ 1.4223968 -1.6312575],0.0914991796016693,-4.936176776885986,-4.738766670227051,-5.534094333648682,-4.934716701507568,-4.718887805938721,-6.986492156982422,-6.161047458648682,-5.612104415893555,-6.212316513061523,-5.558168888092041,-6.569637775421143,-5.247491836547852,-5.8849592208862305,-2.5414295196533203,-4.798213481903076,-6.805853366851807,-6.335040092468262,-3.61569881439209,-5.426074028015137,-6.297974586486816,-6.692233562469482,-6.18834114074707,-4.725569725036621,-6.47161340713501,-7.4788103103637695,-5.413806438446045,-3.5036611557006836,1.8023228645324707
OZ'S VOICE,"The Great and Powerful Oz knows why you
          have come. Step forward,....

MLS -- The Four -- the Tin Man shakes, speaks - comes
wobbling forward --",0.55,[ 0.964961   -0.70818377],[ 1.4561422 -1.7675207],0.0909817516803741,-5.351204872131348,-6.087705612182617,-6.543421268463135,-5.168691158294678,-3.40413236618042,-7.133686065673828,-5.807625770568848,-6.245346546173096,-7.5128936767578125,-6.152190685272217,-6.252246379852295,-6.818202018737793,-7.813458442687988,-6.225835800170898,-6.978582859039307,-7.822397232055664,-8.36276626586914,-6.552077770233154,-7.113440990447998,-8.223681449890137,-6.071511745452881,-8.090754508972168,-4.389871120452881,-8.101499557495117,-8.590349197387695,-6.8698201179504395,-6.693351745605469,2.8936927318573
OZ'S VOICE,...Tin Man!,0.0,[0.8470467  0.12845454],[ 1.4814881 -1.5191336],0.0914317667484283,-4.737222671508789,-5.320276260375977,-5.797990322113037,-5.331307888031006,-4.440711975097656,-6.731011867523193,-6.192751884460449,-6.083554744720459,-6.7288498878479,-6.0262980461120605,-6.384783744812012,-6.074719429016113,-6.927381992340088,-4.40041971206665,-6.2236809730529785,-6.727441787719727,-7.372170925140381,-4.784734725952148,-5.677167892456055,-7.541240692138672,-6.5983662605285645,-6.974327087402344,-5.467059135437012,-7.4063496589660645,-7.7453293800354,-6.183038234710693,-5.901998519897461,3.020735025405884
TIN MAN,"Ohhhh -- it's me!

LS - Throne --",0.0,[ 1.4193641  -0.62395555],[ 1.9030579 -2.0886238],0.0895927548408508,-4.9207916259765625,-4.101415634155273,-5.936732769012451,-5.317965984344482,-4.337940692901611,-6.404576778411865,-5.6324334144592285,-4.950912952423096,-5.400643825531006,-5.640010833740234,-6.1987128257751465,-6.002727508544922,-5.670255184173584,-0.14821135997772217,-4.683417320251465,-5.294146537780762,-5.981576919555664,-2.264476776123047,-4.824711799621582,-5.280924320220947,-5.606159687042236,-5.76171350479126,-3.3994150161743164,-5.213565349578857,-6.91141939163208,-5.223153114318848,-0.8531736731529236,-1.453580379486084
OZ'S VOICE,"You dare to come to me for a heart, do
          you? You clinking, clanking, clattering
          collection of caliginous....

MCU -- Tin Man trembling with fear -- he speaks, then reacts
as the Voice booms out -- turns to run --",0.0,[ 1.1574533 -0.6916535],[ 1.2991995 -1.5280474],0.1069906651973724,-6.105192184448242,-5.696311950683594,-5.179092884063721,-4.525452136993408,-5.123297214508057,-6.224612236022949,-2.9227938652038574,-2.213186502456665,-6.395544528961182,-6.035144329071045,-6.311335563659668,-5.777529716491699,-6.65517520904541,-5.680914402008057,-4.319950103759766,-7.79323673248291,-7.488226890563965,-6.752552032470703,-6.802602767944336,-6.480439186096191,-5.651252269744873,-8.628979682922363,-5.64646053314209,-8.314314842224121,-7.885409355163574,-6.232755184173584,-4.929825305938721,1.7329918146133423
OZ'S VOICE,...junk!,0.0,[ 1.032652   -0.27167794],[ 1.0830114 -1.216983 ],0.0879682600498199,-5.7781982421875,-5.570919990539551,-5.067424297332764,-4.519818305969238,-5.0276641845703125,-6.85151481628418,-6.01584529876709,-6.243377685546875,-6.766820430755615,-5.551573276519775,-5.776780605316162,-5.495536804199219,-6.4643168449401855,-5.356356143951416,-5.732401371002197,-6.970888614654541,-7.193454265594482,-5.6672258377075195,-6.495144367218018,-7.260441780090332,-6.589489459991455,-7.4927167892456055,-5.491436958312988,-7.703802585601807,-7.708505153656006,-5.659430027008057,-5.98278284072876,3.1836605072021484
TIN MAN,"Ohhhh -- yes...yes, sir -- Y-Yes, your
          Honor. You see, a while back, we were
          walking down the Yellow Brick Road, and --",-0.0518518518518518,[-0.17821905  0.36524996],[ 1.8985025 -2.0927703],0.0990889370441436,-3.4352080821990967,-5.539665222167969,-7.101747989654541,-5.5781402587890625,-0.6954762935638428,-6.764809608459473,-5.300346374511719,-5.370822906494141,-7.048833847045898,-6.8096747398376465,-6.36006498336792,-6.756941795349121,-7.197450160980225,-3.0663013458251953,-6.491295337677002,-4.392012596130371,-7.663473606109619,-3.6340107917785645,-6.844805717468262,-7.134266376495361,-5.646729946136475,-5.547693252563477,-3.0563979148864746,-5.24949836730957,-8.425313949584961,-7.170040607452393,-4.798842430114746,-0.7492872476577759
OZ'S VOICE,Quiet!,0.0,[ 1.1260008  -0.15372017],[ 1.3250788 -1.2950698],0.0930773317813873,-5.1921186447143555,-4.958988189697266,-5.902471542358398,-4.779114246368408,-3.372769594192505,-4.830665588378906,-6.776094436645508,-6.95577335357666,-7.029085636138916,-5.703625202178955,-5.6439528465271,-6.372321605682373,-6.823981285095215,-5.102583885192871,-5.792059421539307,-6.724360942840576,-6.950367450714111,-3.561246633529663,-6.785489082336426,-6.241057395935059,-6.385778427124023,-6.468962669372559,-4.540890216827393,-5.633845806121826,-7.687834739685059,-5.407155513763428,-6.8606977462768555,2.5264968872070312
TIN MAN,Ohhhhhh!,0.0,[-0.4453035   0.97563756],[ 1.3612516 -1.254666 ],0.0902203023433685,-5.2488250732421875,-4.470162391662598,-5.2080888748168945,-4.605811595916748,-4.842596054077148,-6.8670654296875,-6.036676406860352,-5.312176704406738,-5.625311374664307,-5.125672817230225,-5.950653553009033,-5.345224857330322,-5.386514663696289,-1.6493251323699951,-3.9029626846313477,-6.4268412590026855,-5.746283531188965,-3.761720895767212,-5.012884140014648,-5.446930408477783,-6.2488112449646,-6.266561508178711,-3.494472026824951,-5.907978534698486,-7.023225784301758,-4.633813381195068,-0.37936845421791077,-0.8986883759498596
